,ChEMBL ID,Name,SMILES,Molecular Weight,LogP,HBA,HBD,TPSA,Protein
165,CHEMBL558226,,COc1cc(N)c(Cl)cc1C(=O)NC1C2CC3CN(C2)CC31.Cl,358.27,1.61,4.0,2.0,67.59,DRD2
166,CHEMBL67555,,COc1cc(N)c(Cl)cc1C(=O)NCC12CC3CN(CC3C1)C2,335.83,2.00,4.0,2.0,67.59,DRD2
167,CHEMBL14376,ILOPERIDONE,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,426.49,4.83,6.0,0.0,64.80,DRD2
168,CHEMBL110362,,NC1CCc2cc(O)c(O)cc2[C@H]1c1ccccc1,255.32,2.50,3.0,3.0,66.48,DRD2
169,CHEMBL225230,R-N-PROPYLNORAPOMORPHINE,CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,295.38,3.63,3.0,2.0,43.70,DRD2
170,CHEMBL355149,,CN1C2CCC1CC(NC(=O)c1cnn3ccccc13)C2,284.36,1.69,4.0,1.0,49.64,DRD2
171,CHEMBL267044,LEVOSULPIRIDE,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,341.43,0.56,5.0,2.0,101.73,DRD2
172,CHEMBL350972,,CN1C2CCC1CC(OC(=O)c1cnn3ccccc13)C2,285.35,2.12,5.0,0.0,46.84,DRD2
173,CHEMBL26736,,NC1CCc2cc(O)c(O)cc2C1,179.22,0.91,3.0,3.0,66.48,DRD2
174,CHEMBL267930,SPIPERONE,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,395.48,3.22,4.0,1.0,52.65,DRD2
175,CHEMBL1255588,,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,361.53,4.84,2.0,1.0,23.47,DRD2
176,CHEMBL39,SEROTONIN,NCCc1c[nH]c2ccc(O)cc12,176.22,1.37,2.0,3.0,62.04,DRD2
177,CHEMBL479587,(-)-BUTACLAMOL,CC(C)(C)[C@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,361.53,4.84,2.0,1.0,23.47,DRD2
178,CHEMBL59,DOPAMINE,NCCc1ccc(O)c(O)c1,153.18,0.60,3.0,3.0,66.48,DRD2
179,CHEMBL1437,NOREPINEPHRINE,NC[C@H](O)c1ccc(O)c(O)c1,169.18,0.09,4.0,4.0,86.71,DRD2
180,CHEMBL11425,,O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccccc2C1,384.52,3.32,4.0,1.0,58.64,DRD2
181,CHEMBL11265,,COc1cccc2c1CC1(CCCN1CCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,440.58,3.95,5.0,0.0,59.08,DRD2
182,CHEMBL417608,,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)CC1COc2cccc(OC)c2C1,456.63,4.45,5.0,0.0,59.08,DRD2
183,CHEMBL416523,,COc1cccc2c1CC(CNCCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,414.55,3.33,5.0,1.0,67.87,DRD2
184,CHEMBL11262,,CCCN(CCC)CC1COc2cccc(OC)c2C1,277.41,3.37,3.0,0.0,21.70,DRD2
185,CHEMBL11592,,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1,442.60,4.20,5.0,0.0,59.08,DRD2
186,CHEMBL116463,,N#Cc1ccc(CCOC(=O)NC2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,517.62,6.18,4.0,1.0,65.36,DRD2
187,CHEMBL326263,,N#Cc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,503.59,5.75,4.0,0.0,56.57,DRD2
188,CHEMBL113956,,CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,521.65,5.85,3.0,1.0,44.81,DRD2
189,CHEMBL115280,,O=C1NCN(c2ccccc2)C12CCN(Cc1cccc(Oc3ccccc3)c1)CC2,413.52,4.41,4.0,1.0,44.81,DRD2
190,CHEMBL325750,,O=C1NCN(c2ccccc2)C12CCN(Cc1ccc3nsnc3c1)CC2,379.49,2.62,6.0,1.0,61.36,DRD2
191,CHEMBL115222,,CNC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cc4c(cc3Cl)OCO4)CC2)C1=O,470.96,2.46,6.0,1.0,74.35,DRD2
192,CHEMBL325516,,O=C(OCCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,496.57,6.01,3.0,0.0,32.78,DRD2
193,CHEMBL114484,,Cc1ccc(CN2CCC(n3c(O)nc4ccccc43)CC2)c(Cl)c1,355.87,4.54,4.0,1.0,41.29,DRD2
194,CHEMBL326962,,O=C1NCN(c2ccccc2)C12CCN(Cc1ccc3c(c1)OCO3)CC2,365.43,2.34,5.0,1.0,54.04,DRD2
195,CHEMBL112457,,O=C(/C=C/c1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,512.61,5.40,2.0,0.0,23.55,DRD2
196,CHEMBL115506,,C(=C/c1ccccc1)\CN(c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,498.62,5.87,2.0,0.0,6.48,DRD2
197,CHEMBL116233,,O=C(/C=C/c1ccccc1)NC1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,436.51,3.48,2.0,1.0,32.34,DRD2
198,CHEMBL112413,,CN(C/C=C/c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,436.55,4.30,2.0,0.0,6.48,DRD2
199,CHEMBL111964,,CN(C(=O)C#Cc1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,448.52,3.16,2.0,0.0,23.55,DRD2
200,CHEMBL115934,,C(#Cc1ccccc1)CNC1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,420.51,3.29,2.0,1.0,15.27,DRD2
201,CHEMBL111909,,C(=C/c1ccccc1)\CNC1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,422.53,3.95,2.0,1.0,15.27,DRD2
202,CHEMBL113282,,C(#Cc1ccccc1)CN(c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,496.61,5.21,2.0,0.0,6.48,DRD2
203,CHEMBL112170,,O=C(C#Cc1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,510.59,4.74,2.0,0.0,23.55,DRD2
204,CHEMBL305187,IFENPRODIL,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,325.45,3.77,3.0,2.0,43.70,DRD2
205,CHEMBL325063,,CN(C(=O)/C=C/c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,450.54,3.82,2.0,0.0,23.55,DRD2
206,CHEMBL112957,,CN(CC#Cc1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,434.54,3.63,2.0,0.0,6.48,DRD2
207,CHEMBL320801,,C(=C/c1ccccc1)\CN(C/C=C/c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,538.69,6.38,2.0,0.0,6.48,DRD2
208,CHEMBL113449,,O=C(C#Cc1ccccc1)NC1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,434.49,2.82,2.0,1.0,32.34,DRD2
209,CHEMBL2373204,,COc1cccc(C(=O)NCCN2CCN(Cc3ccccc3OC)CC2)c1.Cl.Cl.O,474.43,2.25,5.0,1.0,54.04,DRD2
210,CHEMBL2373207,,COc1cccc(C(=O)NCCN2CCN(Cc3ccc(Cl)cc3)CC2)c1.Cl.Cl.O,478.85,2.90,4.0,1.0,44.81,DRD2
211,CHEMBL359002,,COc1ccccc1N1CCN(CCC(=O)NC2CCc3c(cccc3OC)C2)CC1,423.56,2.89,5.0,1.0,54.04,DRD2
212,CHEMBL356358,,COc1ccccc1C(=O)NCCN1CCN(c2ccccc2OC)CC1,369.46,2.26,5.0,1.0,54.04,DRD2
213,CHEMBL2373205,,COc1cccc(-c2csc(CCN3CCN(c4ccccc4OC)CC3)n2)c1.Cl,446.02,4.19,6.0,0.0,37.83,DRD2
214,CHEMBL144811,,COc1ccc(OC)c(C(=O)NCCN2CCN(c3ccccc3OC)CC2)c1,399.49,2.26,6.0,1.0,63.27,DRD2
215,CHEMBL26929,,COc1ccccc1N1CCN(CCCC2CCCc3c(OC)cccc32)CC1,394.56,4.73,4.0,0.0,24.94,DRD2
216,CHEMBL2373206,,COc1cccc(-c2csc(CN3CCN(c4ccccc4OC)CC3)n2)c1.Cl.Cl.Cl.O,522.93,4.15,6.0,0.0,37.83,DRD2
217,CHEMBL424125,,COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3OC)CC1)CCC2,394.56,4.73,4.0,0.0,24.94,DRD2
218,CHEMBL2373210,,COc1ccc2c(c1)CC(NC(=O)CCN1CCN(c3ccccc3OC)CC1)CC2.Cl.Cl,496.48,2.89,5.0,1.0,54.04,DRD2
219,CHEMBL286725,,COc1cccc(C(=O)NCCN2CCN(c3ccccc3OC)CC2)c1,369.46,2.26,5.0,1.0,54.04,DRD2
220,CHEMBL357448,,COc1cccc(C(=O)NCCCN2CCN(c3ccccc3OC)CC2)c1,383.49,2.65,5.0,1.0,54.04,DRD2
221,CHEMBL26677,,COc1cccc(C(=O)CCCN2CCN(c3ccccc3OC)CC2)c1,368.48,3.49,5.0,0.0,42.01,DRD2
222,CHEMBL93403,,COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1,373.88,2.90,4.0,1.0,44.81,DRD2
223,CHEMBL147483,,COc1cccc(C(=O)NCCN2CCN(c3ccccn3)CC2)c1,340.43,1.64,5.0,1.0,57.70,DRD2
224,CHEMBL134423,,Fc1ccc([Si]2(c3ccc(F)cc3)CCC(N3CCN(c4ccccc4)CC3)C2)cc1,434.61,,,,,DRD2
225,CHEMBL35226,,CCCN1CCC(COc2nc3ccccc3c3c2CCCN3)CC1,339.48,4.09,4.0,1.0,37.39,DRD2
226,CHEMBL84931,,CN(C)CC1CC2c3ccccc3Cc3ccc(F)cc3N2O1,312.39,3.54,3.0,0.0,15.71,DRD2
227,CHEMBL314107,,CN(C)CC1CC2c3cc(F)ccc3Cc3ccc(F)cc3N2O1,330.38,3.68,3.0,0.0,15.71,DRD2
228,CHEMBL85735,,Cc1ccc2c(c1)N1OC(CN(C)C)CC1c1ccccc1C2,308.43,3.71,3.0,0.0,15.71,DRD2
229,CHEMBL611207,,CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,386.59,4.90,4.0,0.0,29.54,DRD2
230,CHEMBL608530,,CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,386.59,4.90,4.0,0.0,29.54,DRD2
231,CHEMBL301242,,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cccc2c1-c1ccccc1C2=O,508.45,5.54,4.0,1.0,52.65,DRD2
232,CHEMBL59725,,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1,462.45,5.54,4.0,1.0,35.58,DRD2
233,CHEMBL139926,,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1,446.38,5.07,4.0,1.0,48.72,DRD2
234,CHEMBL302374,,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(I)cc1,532.25,4.93,3.0,1.0,35.58,DRD2
235,CHEMBL262724,,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccccc2n1,458.39,4.27,5.0,1.0,61.36,DRD2
236,CHEMBL69451,,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,483.44,5.39,4.0,1.0,48.47,DRD2
237,CHEMBL71327,,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccccc1,404.34,4.10,3.0,1.0,35.58,DRD2
238,CHEMBL71865,,O=C(NC/C=C\CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccccc1,404.34,4.10,3.0,1.0,35.58,DRD2
239,CHEMBL180060,,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(I)cc1,530.24,4.71,3.0,1.0,35.58,DRD2
240,CHEMBL370713,,COc1ccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,434.37,4.11,4.0,1.0,44.81,DRD2
241,CHEMBL194493,,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc([N+](=O)[O-])cc1,449.34,4.01,5.0,1.0,78.72,DRD2
242,CHEMBL195057,,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(O)cc1,420.34,3.81,4.0,2.0,55.81,DRD2
243,CHEMBL366904,,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1,444.36,4.85,4.0,1.0,48.72,DRD2
244,CHEMBL175734,,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1,460.43,5.32,4.0,1.0,35.58,DRD2
245,CHEMBL180010,,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,481.43,5.16,4.0,1.0,48.47,DRD2
246,CHEMBL300780,,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2,494.47,5.90,3.0,1.0,35.58,DRD2
247,CHEMBL277120,,c1ccc2c(N3CCNCC3)cccc2c1,212.30,2.25,2.0,1.0,15.27,DRD2
248,CHEMBL54786,,O=C1Cc2cc(CCN3CCN(c4cccc5ccccc45)CC3)ccc2N1,371.48,3.70,3.0,1.0,35.58,DRD2
249,CHEMBL708,ZIPRASIDONE,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,412.95,3.81,5.0,1.0,48.47,DRD2
250,CHEMBL69584,,O=C(CN1CCN(Cc2ccc(Cl)cc2)CC1)N1CCc2ccccc21,369.90,3.05,3.0,0.0,26.79,DRD2
251,CHEMBL107742,,Cc1ccc(CN2CCN(CC(=O)N3c4ccccc4CC3C)CC2)cc1,363.50,3.09,3.0,0.0,26.79,DRD2
252,CHEMBL320597,,Cc1ccc(CN2CCN(CC(=O)N3c4ccccc4C[C@H]3C)CC2)cc1,363.50,3.09,3.0,0.0,26.79,DRD2
253,CHEMBL198949,,CC(=O)Nc1cc(Cl)ccc1/C=C/C(=O)N1CCN(Cc2ccc(F)cc2)C[C@H]1C,429.92,4.18,3.0,1.0,52.65,DRD2
254,CHEMBL34291,,COc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CCN2CCC[C@@H]12,323.82,2.14,4.0,2.0,67.59,DRD2
255,CHEMBL383577,,Cn1nc(C(=O)OC[C@@H]2CCN3CCC[C@@H]23)c2ccccc21,299.37,2.21,5.0,0.0,47.36,DRD2
256,CHEMBL201878,,O=C(OC[C@@H]1CCN2CCC[C@@H]12)c1[nH]nc2ccccc12,285.35,2.20,4.0,1.0,58.22,DRD2
257,CHEMBL201946,,O=C(OC[C@@H]1CCN2CCC[C@@H]12)c1c[nH]c2ccccc12,284.36,2.81,3.0,1.0,45.33,DRD2
258,CHEMBL201621,,COc1cc(N)c(Cl)cc1C(=O)OC[C@@H]1CCN2CCC[C@@H]12,324.81,2.57,5.0,1.0,64.79,DRD2
259,CHEMBL201019,,CCOc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CCN2CCC[C@@H]12,337.85,2.54,4.0,2.0,67.59,DRD2
260,CHEMBL37333,,COc1cc(N)c(Cl)cc1C(=O)NC[C@H]1CCN2CCC[C@H]12,323.82,2.14,4.0,2.0,67.59,DRD2
261,CHEMBL2448165,,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1C2CC3CN(C2)CC31,321.81,1.61,4.0,2.0,67.59,DRD2
262,CHEMBL1729,CISAPRIDE,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,465.95,3.36,6.0,2.0,86.05,DRD2
263,CHEMBL202434,,O=C(NC[C@@H]1CCN2CCC[C@@H]12)c1cc(Cl)cn2ccnc12,318.81,2.20,4.0,1.0,49.64,DRD2
264,CHEMBL372312,,CCC[C@@H](C(=O)c1ccc(C)cc1)N1CCCC1,245.37,3.44,2.0,0.0,20.31,DRD2
265,CHEMBL377498,,CCC(CC(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,300.23,4.44,2.0,0.0,20.31,DRD2
266,CHEMBL202939,,CCC(CC(=O)c1ccc(C)cc1)N1CCCC1,245.37,3.44,2.0,0.0,20.31,DRD2
267,CHEMBL369997,,CCCC(C(=O)c1ccc(-c2cccs2)cc1)N1CCCC1,313.47,4.86,3.0,0.0,20.31,DRD2
268,CHEMBL204759,,CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1,281.40,4.29,2.0,0.0,20.31,DRD2
269,CHEMBL204254,,CCCC(C(=O)c1cccc(C)c1)N1CCCC1,245.37,3.44,2.0,0.0,20.31,DRD2
270,CHEMBL203403,,CCCC(C(=O)c1ccccc1C)N1CCCC1,245.37,3.44,2.0,0.0,20.31,DRD2
271,CHEMBL204490,,CCCC(C(=O)c1ccc(C(F)(F)F)cc1)N1CCCC1,299.34,4.15,2.0,0.0,20.31,DRD2
272,CHEMBL379679,,CCCC(C(=O)c1ccc(NC(C)=O)cc1)N1CCCC1,288.39,3.09,3.0,1.0,49.41,DRD2
273,CHEMBL381127,,CCCC(C(=O)c1ccc(OC)cc1)N1CCCC1,261.36,3.14,3.0,0.0,29.54,DRD2
274,CHEMBL379446,,CCCC(C(=O)c1ccc([N+](=O)[O-])cc1)N1CCCC1,276.34,3.04,4.0,0.0,63.45,DRD2
275,CHEMBL203563,,CCCC(C(=O)c1ccc(O)cc1)N1CCCC1,247.34,2.84,3.0,1.0,40.54,DRD2
276,CHEMBL202420,,CCCC(C(=O)c1ccc(Br)cc1)N1CCCC1,310.24,3.90,2.0,0.0,20.31,DRD2
277,CHEMBL2113241,,Cc1coc2ccc(N3C[C@@]4(CN5CCC4CC5)OC3=O)cc12,312.37,3.16,4.0,0.0,45.92,DRD2
278,CHEMBL377050,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,324.43,2.64,5.0,0.0,40.96,DRD2
279,CHEMBL213106,,Cc1ccc(O)c(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1,340.43,2.49,6.0,2.0,72.19,DRD2
280,CHEMBL212075,,Cc1ccc(OCc2ccccc2)c(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1,430.55,4.36,6.0,1.0,61.19,DRD2
281,CHEMBL214190,,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1F,346.38,2.75,5.0,1.0,51.96,DRD2
282,CHEMBL385350,,O/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1,310.40,2.47,5.0,1.0,51.96,DRD2
283,CHEMBL214954,,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl,344.85,3.13,5.0,1.0,51.96,DRD2
284,CHEMBL385230,,O/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl,344.85,3.13,5.0,1.0,51.96,DRD2
285,CHEMBL215849,,Cc1ccccc1/C(CCN1CCN(c2ccccn2)CC1)=N/O,324.43,2.78,5.0,1.0,51.96,DRD2
286,CHEMBL214440,,Cc1ccccc1/C(CCN1CCN(c2ccccn2)CC1)=N\O,324.43,2.78,5.0,1.0,51.96,DRD2
287,CHEMBL212188,,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(F)c1,328.39,2.61,5.0,1.0,51.96,DRD2
288,CHEMBL212189,,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(Cl)c1,344.85,3.13,5.0,1.0,51.96,DRD2
289,CHEMBL212298,,Cc1cccc(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1,324.43,2.78,5.0,1.0,51.96,DRD2
290,CHEMBL212847,,N#Cc1cccc(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1,335.41,2.34,6.0,1.0,75.75,DRD2
291,CHEMBL212902,,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,328.39,2.61,5.0,1.0,51.96,DRD2
292,CHEMBL384529,,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1,344.85,3.13,5.0,1.0,51.96,DRD2
293,CHEMBL214343,,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,346.38,2.75,5.0,1.0,51.96,DRD2
294,CHEMBL211985,,Cc1cc(C)cc(/C(CCN2CCN(c3ccccn3)CC2)=N/O)c1,338.46,3.09,5.0,1.0,51.96,DRD2
295,CHEMBL385826,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1,324.43,2.64,5.0,0.0,40.96,DRD2
296,CHEMBL212782,,CCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,338.46,3.03,5.0,0.0,40.96,DRD2
297,CHEMBL213572,,CCO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1,338.46,3.03,5.0,0.0,40.96,DRD2
298,CHEMBL212831,,CCCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,352.48,3.42,5.0,0.0,40.96,DRD2
299,CHEMBL261957,,CCCCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,366.51,3.81,5.0,0.0,40.96,DRD2
300,CHEMBL376639,,CC(C)O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,352.48,3.42,5.0,0.0,40.96,DRD2
301,CHEMBL213700,,C=CCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,350.47,3.20,5.0,0.0,40.96,DRD2
302,CHEMBL376955,,N#CCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,349.44,2.54,6.0,0.0,64.75,DRD2
303,CHEMBL411545,,CCO/N=C(\CCN1CCN(c2cccc(OC)c2)CC1)c1ccccc1,367.49,3.65,5.0,0.0,37.30,DRD2
304,CHEMBL212607,,CCO/N=C(\CCN1CCN(c2ccccc2OC)CC1)c1ccccc1,367.49,3.65,5.0,0.0,37.30,DRD2
305,CHEMBL386867,,CCO/N=C(\CCN1CCN(c2ccccc2C#N)CC1)c1ccccc1,362.48,3.51,5.0,0.0,51.86,DRD2
306,CHEMBL213246,,CCO/N=C(\CCN1CCN(c2ccccc2)CC1)c1ccccc1,337.47,3.64,4.0,0.0,28.07,DRD2
307,CHEMBL215670,,N#Cc1cccnc1N1CCN(CC/C(=N\O)c2ccccc2)CC1,335.41,2.34,6.0,1.0,75.75,DRD2
308,CHEMBL438961,,N#Cc1cccnc1N1CCN(CC/C(=N/O)c2ccccc2)CC1,335.41,2.34,6.0,1.0,75.75,DRD2
309,CHEMBL211972,,O/N=C(\CCN1CCN(c2ncccn2)CC1)c1ccccc1,311.39,1.87,6.0,1.0,64.85,DRD2
310,CHEMBL212804,,O/N=C(/CCN1CCN(c2ncccn2)CC1)c1ccccc1,311.39,1.87,6.0,1.0,64.85,DRD2
311,CHEMBL212545,,O/N=C(\CCN1CCN(c2nccs2)CC1)c1ccccc1,316.43,2.53,6.0,1.0,51.96,DRD2
312,CHEMBL215569,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(C)c1,372.90,3.61,5.0,0.0,40.96,DRD2
313,CHEMBL213558,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(Cl)c1,393.32,3.95,5.0,0.0,40.96,DRD2
314,CHEMBL378324,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(Cl)c1,393.32,3.95,5.0,0.0,40.96,DRD2
315,CHEMBL214203,,CCO/N=C(\CCN1CCN(c2ccc(OC)cc2)CC1)c1ccccc1,367.49,3.65,5.0,0.0,37.30,DRD2
316,CHEMBL215704,,CCO/N=C(\CCN1CCN(c2cccc(OCC)c2)CC1)c1ccccc1,381.52,4.04,5.0,0.0,37.30,DRD2
317,CHEMBL2113243,,CO/N=C(\CCN1CCN(c2ccccc2OC(C)C)CC1)c1ccc(F)cc1,399.51,4.18,5.0,0.0,37.30,DRD2
318,CHEMBL2113244,,CO/N=C(/CCN1CCN(c2ccccc2OC(C)C)CC1)c1ccc(F)cc1,399.51,4.18,5.0,0.0,37.30,DRD2
319,CHEMBL213398,,CCO/N=C(\CCN1CCN(c2ncccc2C#N)CC1)c1ccccc1,363.47,2.91,6.0,0.0,64.75,DRD2
320,CHEMBL379597,,CCO/N=C(\CCN1CCN(c2ncccc2C)CC1)c1ccccc1,352.48,3.34,5.0,0.0,40.96,DRD2
321,CHEMBL377023,,CCO/N=C(\CCN1CCN(c2ncccn2)CC1)c1ccccc1,339.44,2.43,6.0,0.0,53.85,DRD2
322,CHEMBL377388,,CCO/N=C(\CCN1CCN(c2nccs2)CC1)c1ccccc1,344.48,3.10,6.0,0.0,40.96,DRD2
323,CHEMBL212073,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl,358.87,3.30,5.0,0.0,40.96,DRD2
324,CHEMBL212290,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl,358.87,3.30,5.0,0.0,40.96,DRD2
325,CHEMBL437687,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1C,338.46,2.95,5.0,0.0,40.96,DRD2
326,CHEMBL213486,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1C,338.46,2.95,5.0,0.0,40.96,DRD2
327,CHEMBL212872,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Br)cc1,403.32,3.41,5.0,0.0,40.96,DRD2
328,CHEMBL377585,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Br)cc1,403.32,3.41,5.0,0.0,40.96,DRD2
329,CHEMBL212236,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1,358.87,3.30,5.0,0.0,40.96,DRD2
330,CHEMBL212235,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1,358.87,3.30,5.0,0.0,40.96,DRD2
331,CHEMBL427048,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,342.42,2.78,5.0,0.0,40.96,DRD2
332,CHEMBL426510,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(F)c1,342.42,2.78,5.0,0.0,40.96,DRD2
333,CHEMBL213164,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(F)c1,342.42,2.78,5.0,0.0,40.96,DRD2
334,CHEMBL212784,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(Cl)c1,358.87,3.30,5.0,0.0,40.96,DRD2
335,CHEMBL211930,,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(Cl)c1,358.87,3.30,5.0,0.0,40.96,DRD2
336,CHEMBL212861,,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(C)c1,338.46,2.95,5.0,0.0,40.96,DRD2
